mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile1,ImageFile2,MatchSimilar,SequenceNumber,participant,source,date,expName,psychopyVersion,OS,frameRate
-0.377842882,-0.266219618,1,0,0,3.16121,number3,0,16,16,16,1,IMS/18-SabellaSpallanzanii-02.jpg,SimilarSameOrder/18-01-ChitinopmaSerrula.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.115455729,-0.27905816,1,0,0,9.825405,number7,0,17,17,17,1,IMS/03-CarcinusMaenas-03.jpg,SimilarSameGenus/03-03-CarcinusAestuarii.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.378628472,-0.265078125,1,0,0,3.3935,number10,0,18,18,18,1,IMS/10-MyaJaponica-04.jpg,SimilarSameGenus/10-02-MyaTruncata.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.458324653,-0.261987847,1,0,0,1.560495,number11,0,19,19,19,1,IMS/12-PatiriellaRegularis-01.jpg,SimilarSameGenus/12-01-PatiriellaMortenseni.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.442738715,-0.258585069,1,0,0,3.09786,number2,0,20,20,20,1,IMS/17-RapanaVenosa-02.jpg,SimilarSameFamily/17-01-AcanthotrophonCarduus.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.495421007,-0.251167535,1,0,0,4.27596,number2,0,21,21,21,1,IMS/05-CodiumFragile-03.jpg,SimilarSameFamily/05-03-TydemaniaExpeditions.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.157287326,-0.246809896,1,0,0,5.029975,number8,0,22,22,22,1,IMS/17-RapanaVenosa-04.jpg,SimilarSameOrder/17-01-MarginelleMosaica.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.165646701,-0.273177083,1,0,0,8.696125,number5,0,23,23,23,1,IMS/04-CharybdisJaponica-01.jpg,SimilarSameFamily/04-01-ScyllaSerrata.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.194166667,-0.266657986,1,0,0,2.39517,number5,0,24,24,24,1,IMS/14-PernaPerna-02.jpg,SimilarSameOrder/14-01-SeptiferBilocularis.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.302699653,-0.274887153,1,0,0,3.296095,number9,0,25,25,25,1,IMS/12-PatiriellaRegularis-04.jpg,SimilarSameOrder/12-01-MeridiastraGunnii.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.289613715,-0.285833333,1,0,0,2.39546,number4,0,26,26,26,1,IMS/06-CrepidulaFornicata-01.jpg,SimilarSameGenus/06-01-CrepidulaMaculosa.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.339153646,-0.267834201,1,0,0,6.480235,number10,0,27,27,27,1,IMS/03-CarcinusMaenas-01.jpg,Match/03-CarcinusMaenas-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.185494792,-0.245373264,1,0,0,3.01232,number8,0,28,28,28,1,IMS/07-EuchoneLimnicola-04.jpg,SimilarSameGenus/07-01-EuchoneAnalis.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.421063368,-0.257426215,1,0,0,1.94529,number10,0,29,29,29,1,IMS/10-MyaJaponica-02.jpg,Match/10-MyaJaponica-05.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.289492187,-0.260477431,1,0,0,1.46153,number4,0,30,30,30,1,IMS/11-MytiopsisSallei-04.jpg,SimilarSameOrder/11-01-AcanthocardiaTuberculata.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.182838542,-0.264739583,1,0,0,4.81559,number5,0,31,31,31,1,IMS/14-PernaPerna-04.jpg,SimilarSameFamily/14-01-AulacomyaAtra.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.52327691,-0.259075521,1,0,0,2.36106,number2,0,32,32,32,1,IMS/07-EuchoneLimnicola-03.jpg,SimilarSameOrder/07-02-SpirobranchusGigenteus.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.301132813,-0.248376736,1,0,0,4.079255,number9,0,33,33,33,1,IMS/08-HemigrapsusSanguineus-03.jpg,SimilarSameFamily/08-01-CyclograpsusInteger.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.347803819,-0.273559028,1,0,0,2.812925,number10,0,34,34,34,1,IMS/01-VaricorbulaGibba-01.jpg,Match/01-VaricorbulaGibba-05.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.339592014,-0.266263021,1,0,0,2.946285,number10,0,35,35,35,1,IMS/16-PotamocorbulaAmurensis-02.jpg,Match/16-PotamocorbulaAmurensis-06.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.280577257,-0.259010417,1,0,0,1.79186,number9,0,36,36,36,1,IMS/18-SabellaSpallanzanii-01.jpg,SimilarSameGenus/18-01-SabellaPavonina.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.368888889,-0.251649306,1,0,0,1.71279,number10,0,37,37,37,1,IMS/05-CodiumFragile-02.jpg,Match/05-CodiumFragile-06.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.405017361,-0.251106771,1,0,0,2.128985,number10,0,38,38,38,1,IMS/10-MyaJaponica-01.jpg,SimilarSameOrder/10-01-PanopeaAbrupta.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.197170139,-0.264752604,1,0,0,1.54611,number5,0,39,39,39,1,IMS/16-PotamocorbulaAmurensis-03.jpg,SimilarSameFamily/16-01-CorbulaSulcata.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.500230035,-0.263307292,1,0,0,4.36462,number2,0,40,40,40,1,IMS/03-CarcinusMaenas-02.jpg,SimilarSameFamily/03-01-EriocheirSinensis.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.397439236,-0.282456597,1,0,0,3.894675,number3,0,41,41,41,1,IMS/13-PernaCanaliculus-03.jpg,SimilarSameFamily/13-01-TrichomyaHirsuta.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.520907118,-0.264340278,1,0,0,3.328735,number1,0,42,42,42,1,IMS/08-HemigrapsusSanguineus-02.jpg,Match/08-HemigrapsusSanguineus-05.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.242894965,-0.256150174,1,0,0,4.69548,number9,0,43,43,43,1,IMS/05-CodiumFragile-04.jpg,SimilarSameGenus/05-01-CodiumTomentosum.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.069140625,-0.270611979,1,0,0,3.57936,number7,0,44,44,44,1,IMS/09-HydroidesSanctaecrucis-01.jpg,SimilarSameGenus/09-03-HydroidesDianthus.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.40000434,-0.270724826,1,0,0,1.76325,number3,0,45,45,45,1,IMS/15-PernaViridis-04.jpg,SimilarSameOrder/15-03-SeptiferBilocularis.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.104244792,-0.259635417,1,0,0,3.411205,number6,0,46,46,46,1,IMS/11-MytiopsisSallei-03.jpg,SimilarSameFamily/11-02-DreissenaPolymorpha.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.360954861,-0.294019097,1,0,0,4.07822,number3,0,47,47,47,1,IMS/13-PernaCanaliculus-01.jpg,SimilarSameGenus/13-01-PernaViridis.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.602378472,-0.247894965,1,0,0,2.06172,number1,0,48,48,48,1,IMS/06-CrepidulaFornicata-02.jpg,SimilarSameFamily/06-01-CrepipatellaDorsata.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.199466146,-0.291493056,1,0,0,1.296585,number8,0,49,49,49,1,IMS/02-AsteriasAmurensis-04.jpg,Match/02-AsteriasAmurensis-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.09359375,-0.263324653,1,0,0,5.08036,number7,0,50,50,50,1,IMS/17-RapanaVenosa-03.jpg,SimilarSameGenus/17-01-RapanaRapiformis.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.386814236,-0.245525174,1,0,0,1.51179,number10,0,51,51,51,1,IMS/10-MyaJaponica-03.jpg,SimilarSameFamily/10-01-CryptomyaCalifornica.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.298116319,-0.263637153,1,0,0,2.945385,number9,0,52,52,52,1,IMS/16-PotamocorbulaAmurensis-04.jpg,SimilarSameGenus/16-01-PotamorcorubulaLaevis.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.29499566,-0.259500868,1,0,0,3.797685,number4,0,53,53,53,1,IMS/07-EuchoneLimnicola-02.jpg,SimilarSameFamily/07-01-EudistyliaVancouveri.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.224822049,-0.268676215,1,0,0,3.4776,number8,0,54,54,54,1,IMS/07-EuchoneLimnicola-01.jpg,Match/07-EuchoneLimnicola-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.560130208,-0.268524306,1,0,0,3.428205,number12,0,55,55,55,1,IMS/04-CharybdisJaponica-02.jpg,Match/04-CharybdisJaponica-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.293146701,-0.257534722,1,0,0,3.20992,number9,0,56,56,56,1,IMS/15-PernaViridis-02.jpg,SimilarSameGenus/15-01-PernaPerna.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.293146701,-0.257534722,1,0,0,2.295205,number9,0,57,57,57,1,IMS/13-PernaCanaliculus-02.jpg,SimilarSameOrder/13-01-StaveliaSubdistorta.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.353259549,-0.261223958,1,0,0,2.044225,number10,0,58,58,58,1,IMS/11-MytiopsisSallei-02.jpg,SimilarSameGenus/11-03-MytilopsisLeucophaeta.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.353259549,-0.261223958,1,0,0,1.146,number10,0,59,59,59,1,IMS/15-PernaViridis-01.jpg,Match/15-PernaViridis-06.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.028411458,-0.246796875,1,0,0,1.46448,number4,0,60,60,60,1,IMS/01-VaricorbulaGibba-02.jpg,SimilarSameOrder/01-01-BarneaTruncata.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.193576389,-0.274088542,1,0,0,1.61595,number8,0,61,61,61,1,IMS/14-PernaPerna-01.jpg,Match/14-PernaPerna-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.433085938,-0.278159722,1,0,0,1.59503,number2,0,62,62,62,1,IMS/11-MytiopsisSallei-01.jpg,Match/11-MytiopsisSallei-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.357261285,-0.254574653,1,0,0,9.931015,number3,0,63,63,63,1,IMS/08-HemigrapsusSanguineus-01.jpg,SimilarSameOrder/08-01-Goniopsis-Cruentata.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.068689236,-0.2696875,1,0,0,5.96211,number6,0,64,64,64,1,IMS/18-SabellaSpallanzanii-03.jpg,SimilarSameFamily/18-01-SabellastarteSpectabilis.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.068689236,-0.2696875,1,0,0,1.344215,number6,0,65,65,65,1,IMS/18-SabellaSpallanzanii-04.jpg,Match/18-SabellaSpallanzanii-05.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.540763889,-0.271553819,1,0,0,2.07933,number1,0,66,66,66,1,IMS/05-CodiumFragile-01.jpg,SimilarSameOrder/05-03-OsterobiumQueketti.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.1940625,-0.256727431,1,0,0,6.16326,number8,0,67,67,67,1,IMS/01-VaricorbulaGibba-04.jpg,SimilarSameFamily/01-01-CorbulaNasuta.jpg,SimilarSameFamily,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.292378472,-0.261671007,1,0,0,2.030875,number9,0,68,68,68,1,IMS/14-PernaPerna-03.jpg,SimilarSameGenus/14-02-PernaViridis.jpg,SimilarSameGenus,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.563615451,-0.251853299,1,0,0,2.44793,number1,0,69,69,69,1,IMS/03-CarcinusMaenas-04.jpg,SimilarSameOrder/03-01-HepatusEpheliticus.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.389431424,-0.272517361,1,0,0,2.90905,number10,0,70,70,70,1,IMS/12-PatiriellaRegularis-02.jpg,Match/12-PatiriellaRegularis-07.jpg,Match,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.066306424,-0.255082465,1,0,0,3.54715,number6,0,71,71,71,1,IMS/06-CrepidulaFornicata-03.jpg,SimilarSameOrder/06-01-AssimineaCalifornica.jpg,SimilarSameOrder,51,3227,1,2021-03-31_14h45.44.822,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
